0.0071,0.0027,-0.0126,0.49,0.11,0.58,0.09,0.44,0.10,0.57,0.11
-0.0343,0.5107,-0.0151,0.61,0.11,0.49,0.09,0.19,0.10,0.78,0.15
-0.0528,1.0032,-0.0280,0.88,0.11,0.43,0.09,0.10,0.10,1.01,0.18
-0.0589,1.5250,-0.0458,1.21,0.11,0.39,0.09,0.10,0.10,1.27,0.16
-0.0470,2.0180,0.0073,1.53,0.11,0.40,0.09,0.10,0.10,1.59,0.14
-0.0589,2.5341,0.0107,1.87,0.14,0.43,0.09,0.10,0.10,1.89,0.17
-0.0574,2.9876,0.0138,2.19,0.19,0.48,0.09,0.10,0.10,2.15,0.24
-0.0394,2.5414,0.0001,1.88,0.17,0.44,0.09,0.10,0.10,1.91,0.24
-0.0352,2.0941,-0.0329,1.59,0.13,0.42,0.09,0.10,0.10,1.63,0.21
-0.0316,1.5176,-0.0081,1.18,0.11,0.38,0.09,0.10,0.10,1.29,0.17
-0.0034,1.0575,0.0095,0.86,0.11,0.37,0.10,0.10,0.09,1.03,0.13
-0.0633,0.4971,0.0612,0.53,0.11,0.44,0.09,0.12,0.10,0.73,0.19
0.0059,0.0145,-0.0152,0.41,0.11,0.54,0.10,0.38,0.10,0.53,0.12
0.0065,0.0118,-0.0076,0.42,0.10,0.54,0.09,0.38,0.10,0.53,0.12
