0.0108,-0.0112,0.0176,0.68,0.10,0.71,0.10,0.63,0.16,0.68,0.10
0.0098,0.0002,0.0114,0.68,0.10,0.69,0.10,0.63,0.16,0.67,0.10
-0.0110,0.5050,-0.0149,0.33,0.10,0.82,0.10,0.60,0.14,0.49,0.10
-0.0284,1.0430,-0.0028,0.10,0.10,1.23,0.10,0.73,0.12,0.59,0.09
-0.0037,1.4937,0.0549,0.09,0.10,1.64,0.10,0.96,0.12,0.70,0.10
-0.0151,1.9905,0.0022,0.09,0.10,2.09,0.10,1.12,0.19,0.78,0.21
-0.0293,2.5354,-0.0054,0.09,0.10,2.57,0.10,1.30,0.30,0.84,0.35
0.0161,3.0237,0.0262,0.10,0.10,2.99,0.10,1.45,0.41,0.87,0.45
-0.0055,2.5458,-0.0179,0.10,0.10,2.61,0.10,1.35,0.41,0.84,0.33
-0.0300,2.0603,-0.0541,0.10,0.10,2.21,0.09,1.18,0.32,0.82,0.25
-0.0274,1.5641,-0.0182,0.10,0.10,1.77,0.09,0.99,0.22,0.76,0.15
-0.0313,1.0752,-0.0473,0.10,0.10,1.32,0.10,0.75,0.17,0.64,0.10
-0.0377,0.5238,-0.0540,0.10,0.10,0.75,0.10,0.44,0.10,0.44,0.10
0.0044,0.0057,0.0136,0.45,0.10,0.40,0.10,0.42,0.14,0.38,0.09
0.0106,-0.0150,0.0153,0.56,0.10,0.47,0.10,0.51,0.16,0.46,0.09
