-0.0114,-0.0011,0.0071,0.99,0.11,0.15,0.22,0.82,0.28,0.14,0.10
0.4985,0.0113,0.0167,1.51,0.11,0.45,0.10,0.83,0.94,0.10,0.10
1.0408,-0.0183,-0.0587,1.76,0.11,0.87,0.10,0.69,1.72,0.10,0.10
1.4962,-0.0544,-0.0724,1.91,0.11,1.16,0.10,0.55,2.29,0.11,0.10
2.0120,-0.0370,-0.0256,1.97,0.38,1.19,0.10,0.50,2.68,0.10,0.10
2.5512,-0.0666,-0.0063,1.94,0.77,1.14,0.10,0.53,3.00,0.10,0.10
3.0195,-0.0616,-0.0617,1.92,1.18,1.08,0.10,0.57,3.13,0.11,0.11
2.5034,-0.0320,-0.0513,1.99,0.81,1.06,0.10,0.58,2.95,0.10,0.10
1.9810,-0.0065,0.0318,2.07,0.45,1.03,0.10,0.58,2.61,0.10,0.10
1.5279,0.0579,0.0051,2.06,0.16,1.01,0.10,0.54,2.29,0.10,0.10
1.0596,-0.0003,0.0738,1.86,0.11,0.76,0.10,0.69,1.69,0.10,0.10
0.5235,-0.0258,0.0321,1.56,0.11,0.46,0.10,0.84,0.97,0.10,0.10
-0.0063,-0.0028,0.0028,0.91,0.11,0.15,0.16,0.74,0.22,0.13,0.11
