-0.0353,0.0106,0.0022,0.26,0.11,0.53,0.14,0.23,0.10,0.57,0.11
-0.0435,0.0212,0.5382,0.28,0.11,0.42,0.15,0.20,0.10,0.69,0.10
-0.0553,0.0105,1.0154,0.27,0.11,0.35,0.18,0.18,0.10,0.81,0.10
-0.0618,0.0283,1.5470,0.32,0.11,0.29,0.14,0.14,0.10,0.96,0.10
-0.0343,0.0219,1.9708,0.38,0.11,0.25,0.09,0.14,0.11,1.06,0.10
-0.0629,0.0099,2.4931,0.41,0.11,0.20,0.11,0.13,0.10,1.22,0.10
-0.0490,0.0092,2.9923,0.45,0.11,0.17,0.09,0.13,0.10,1.38,0.10
-0.0302,-0.0118,3.5027,0.49,0.11,0.15,0.09,0.15,0.10,1.52,0.10
-0.0103,-0.0272,3.9549,0.53,0.11,0.13,0.10,0.14,0.14,1.64,0.10
-0.0438,-0.0573,4.4873,0.54,0.11,0.11,0.09,0.15,0.10,1.80,0.10
-0.0719,-0.0524,5.0237,0.61,0.11,0.10,0.09,0.16,0.10,1.99,0.10
-0.0491,-0.0430,4.4764,0.61,0.11,0.13,0.09,0.19,0.10,1.83,0.10
-0.0236,-0.0043,3.9932,0.61,0.11,0.15,0.09,0.20,0.10,1.67,0.10
-0.0020,-0.0469,3.5033,0.58,0.11,0.17,0.10,0.23,0.12,1.49,0.10
0.0152,0.0390,2.9530,0.60,0.11,0.21,0.09,0.21,0.15,1.36,0.10
0.0428,-0.0222,2.4737,0.57,0.11,0.24,0.09,0.26,0.17,1.18,0.10
0.0543,-0.0398,1.9229,0.56,0.11,0.29,0.09,0.29,0.19,1.00,0.11
0.0372,-0.0022,1.5085,0.55,0.11,0.32,0.09,0.32,0.14,0.92,0.10
0.0440,-0.0457,1.0946,0.54,0.11,0.38,0.09,0.36,0.16,0.77,0.10
0.0406,0.0387,0.4967,0.56,0.11,0.45,0.09,0.37,0.16,0.66,0.10
-0.0019,-0.0054,0.0127,0.55,0.11,0.52,0.09,0.45,0.10,0.54,0.10
