1.006,0.0009,0.0001,-0.0008,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.014,0.0002,0.0010,0.0027,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.021,0.0022,0.0001,0.0002,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.030,0.0013,-0.0007,0.0032,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.11
1.039,0.0006,-0.0006,0.0005,0.78,0.11,0.10,0.18,0.65,0.21,0.11,0.11
1.047,0.0015,-0.0006,0.0027,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.10
1.055,0.0006,-0.0003,-0.0000,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.10
1.062,0.0006,-0.0007,0.0019,0.78,0.10,0.10,0.18,0.65,0.22,0.10,0.10
1.070,0.0011,0.0017,-0.0010,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.079,0.0006,0.0007,0.0002,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.088,-0.0007,0.0004,-0.0012,0.78,0.10,0.11,0.19,0.65,0.21,0.10,0.10
1.095,-0.0009,0.0031,0.0030,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.103,0.0020,0.0007,0.0022,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.111,-0.0003,0.0004,0.0012,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.120,0.0000,0.0023,0.0007,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.11
1.129,0.0013,0.0016,0.0037,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.10
1.136,0.0005,0.0006,0.0020,0.78,0.11,0.11,0.18,0.65,0.22,0.10,0.10
1.144,0.0007,0.0014,0.0025,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.152,-0.0002,-0.0022,0.0022,0.78,0.11,0.11,0.18,0.65,0.21,0.11,0.10
1.160,0.0011,0.0026,0.0022,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.169,0.0005,0.0018,0.0020,0.78,0.11,0.11,0.18,0.65,0.22,0.10,0.10
1.177,0.0008,0.0006,0.0017,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.185,0.0000,0.0013,0.0003,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.193,0.0010,-0.0001,0.0020,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.201,0.0004,0.0013,0.0002,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.210,-0.0003,0.0004,0.0015,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.218,0.0009,0.0011,0.0002,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.226,0.0018,0.0000,0.0027,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.234,0.0004,0.0000,-0.0012,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.242,0.0008,-0.0002,0.0012,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.251,-0.0004,0.0005,0.0003,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.259,0.0000,0.0018,0.0013,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.267,0.0003,0.0013,0.0005,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.275,0.0024,0.0003,0.0004,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.283,-0.0002,-0.0007,0.0012,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.292,0.0009,0.0010,-0.0000,0.78,0.11,0.10,0.19,0.65,0.21,0.10,0.10
1.300,0.0004,0.0013,-0.0017,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.308,0.0007,0.0016,0.0012,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.11
1.316,0.0008,0.0008,0.0010,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.324,0.0013,0.0011,0.0015,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.333,0.0006,0.0007,-0.0000,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.342,0.0000,0.0008,0.0007,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.349,-0.0007,0.0021,0.0017,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.11
1.357,0.0006,0.0004,-0.0005,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.365,0.0004,0.0014,0.0027,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.373,0.0024,-0.0006,-0.0008,0.78,0.10,0.10,0.18,0.65,0.21,0.10,0.10
1.382,0.0013,0.0008,0.0017,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.390,0.0002,0.0009,-0.0007,0.78,0.10,0.11,0.19,0.65,0.21,0.10,0.10
1.398,0.0007,0.0008,-0.0003,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.406,0.0018,0.0016,-0.0020,0.77,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.414,0.0013,0.0008,0.0005,0.77,0.11,0.10,0.19,0.65,0.21,0.10,0.11
1.423,0.0011,0.0012,0.0012,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.431,0.0009,-0.0002,0.0002,0.78,0.11,0.10,0.18,0.64,0.21,0.10,0.11
1.439,-0.0000,0.0010,0.0022,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.11
1.447,0.0013,0.0015,0.0032,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.10
1.455,0.0006,0.0011,-0.0007,0.78,0.11,0.10,0.18,0.65,0.22,0.11,0.10
1.464,-0.0011,-0.0013,-0.0002,0.78,0.10,0.11,0.18,0.65,0.21,0.10,0.10
1.472,-0.0003,-0.0004,0.0022,0.78,0.10,0.11,0.18,0.65,0.21,0.10,0.10
1.480,0.0009,-0.0010,0.0027,0.77,0.10,0.11,0.18,0.65,0.21,0.10,0.11
1.488,-0.0009,0.0010,-0.0010,0.77,0.10,0.11,0.19,0.65,0.21,0.10,0.10
1.496,-0.0002,0.0009,0.0042,0.77,0.11,0.11,0.19,0.65,0.21,0.10,0.11
1.504,0.0008,0.0006,0.0007,0.78,0.10,0.10,0.18,0.65,0.22,0.10,0.10
1.510,0.0019,0.0007,0.0012,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.518,0.0004,-0.0008,0.0022,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.525,0.0002,-0.0001,0.0017,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.533,0.0005,0.0002,0.0020,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.541,0.0012,0.0001,0.0029,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.550,0.0013,0.0026,0.0020,0.78,0.11,0.10,0.19,0.65,0.21,0.10,0.10
1.558,-0.0001,0.0005,0.0022,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.566,0.0015,0.0007,0.0017,0.78,0.11,0.10,0.18,0.65,0.21,0.11,0.10
1.574,0.0011,-0.0001,-0.0000,0.78,0.10,0.11,0.18,0.65,0.21,0.10,0.10
1.582,-0.0000,0.0008,0.0013,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.11
1.591,0.0017,-0.0010,0.0007,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.599,0.0009,-0.0002,0.0010,0.78,0.10,0.10,0.18,0.65,0.21,0.10,0.10
1.607,0.0009,0.0003,0.0012,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.615,0.0013,0.0016,0.0039,0.77,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.623,0.0011,-0.0001,-0.0017,0.77,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.632,0.0004,0.0006,0.0015,0.78,0.11,0.10,0.19,0.65,0.21,0.10,0.10
1.640,0.0022,-0.0002,-0.0020,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
1.648,0.0008,0.0021,0.0027,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.10
1.656,-0.0000,-0.0003,0.0005,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.11
1.664,0.0023,0.0000,0.0014,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.672,0.0008,0.0010,0.0003,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.680,0.0007,0.0004,0.0032,0.77,0.11,0.10,0.19,0.65,0.21,0.10,0.10
1.689,0.0018,0.0002,0.0039,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.697,0.0006,0.0004,0.0012,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.10
1.705,0.0008,0.0008,0.0015,0.77,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.713,-0.0001,0.0003,0.0025,0.77,0.11,0.11,0.19,0.65,0.21,0.10,0.11
1.722,0.0006,0.0007,0.0020,0.78,0.11,0.10,0.18,0.64,0.21,0.10,0.11
1.730,-0.0007,0.0014,0.0022,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.11
1.738,0.0009,0.0021,0.0000,0.78,0.11,0.11,0.18,0.65,0.22,0.10,0.10
1.746,0.0012,-0.0007,0.0007,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.11
1.754,0.0013,-0.0007,0.0010,0.78,0.11,0.10,0.18,0.65,0.22,0.10,0.10
1.762,0.0013,0.0008,0.0027,0.78,0.10,0.10,0.19,0.65,0.21,0.10,0.10
1.771,0.0015,0.0015,0.0020,0.78,0.10,0.10,0.18,0.65,0.21,0.10,0.11
1.779,-0.0000,-0.0005,0.0027,0.78,0.11,0.11,0.19,0.65,0.21,0.10,0.11
1.787,0.0006,0.0010,-0.0007,0.77,0.11,0.11,0.19,0.65,0.21,0.10,0.11
1.795,0.0002,0.0012,0.0030,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.803,0.0004,0.0003,0.0000,0.78,0.11,0.11,0.18,0.65,0.21,0.10,0.11
1.811,0.0015,-0.0001,0.0027,0.78,0.11,0.10,0.18,0.65,0.21,0.10,0.10
