-0.0002,-0.0013,-0.0022,0.09,0.12,0.46,0.11,0.11,0.12,0.47,0.09
-0.0195,-0.5218,-0.0563,0.53,0.12,0.50,0.10,0.19,0.11,0.88,0.09
-0.0339,-0.9287,-0.0603,0.86,0.13,0.73,0.10,0.22,0.14,1.34,0.11
-0.0532,-1.5233,-0.1754,1.34,0.18,0.99,0.10,0.19,0.28,1.85,0.24
-0.0215,-1.4992,-0.0188,1.31,0.20,0.98,0.10,0.19,0.29,1.81,0.23
0.0034,-2.0145,-0.0559,1.62,0.43,0.93,0.10,0.18,0.29,2.10,0.46
-0.0035,-2.5039,-0.0751,1.92,0.63,0.88,0.11,0.16,0.27,2.36,0.68
-0.0016,-3.0120,-0.0944,2.23,0.87,0.83,0.10,0.13,0.26,2.65,0.93
-0.0055,-2.5587,-0.0726,1.93,0.82,0.97,0.10,0.14,0.26,2.51,0.85
0.0282,-2.0717,-0.0378,1.61,0.74,1.12,0.10,0.16,0.27,2.35,0.75
0.0440,-1.5770,-0.0240,1.30,0.64,1.26,0.10,0.17,0.28,2.17,0.62
0.0510,-1.0636,0.0075,0.98,0.43,1.33,0.10,0.18,0.28,1.91,0.42
0.0306,-0.5328,-0.0044,0.63,0.21,1.29,0.10,0.19,0.26,1.54,0.20
-0.0019,-0.0026,0.0030,0.20,0.12,1.00,0.10,0.19,0.14,1.01,0.09
