-0.0070,0.0335,-0.0166,0.14,0.12,0.18,0.12,0.14,0.12,0.19,0.12
-0.0078,0.0429,-0.5315,0.18,0.12,0.20,0.12,0.14,0.12,0.36,0.16
-0.0067,0.0349,-1.0184,0.25,0.12,0.26,0.12,0.16,0.12,0.59,0.20
-0.0033,0.0023,-1.5386,0.34,0.12,0.31,0.12,0.17,0.12,0.83,0.24
-0.0059,-0.0164,-2.0385,0.43,0.12,0.38,0.12,0.16,0.12,1.05,0.34
-0.0153,-0.0221,-2.5466,0.49,0.12,0.41,0.12,0.17,0.12,1.26,0.39
0.0136,-0.0083,-3.0160,0.56,0.12,0.43,0.12,0.19,0.12,1.43,0.42
0.0063,-0.0276,-3.5101,0.63,0.12,0.46,0.12,0.19,0.12,1.63,0.49
-0.0008,-0.0466,-4.0173,0.69,0.12,0.43,0.16,0.22,0.12,1.83,0.49
0.0402,-0.0198,-4.5855,0.73,0.12,0.40,0.21,0.28,0.12,2.05,0.45
0.0716,-0.0012,-5.0441,0.75,0.12,0.39,0.25,0.31,0.12,2.23,0.43
0.0623,0.0420,-4.5097,0.69,0.12,0.43,0.20,0.29,0.12,2.02,0.42
0.0437,0.0774,-4.0353,0.63,0.12,0.46,0.17,0.26,0.12,1.81,0.44
-0.0439,0.0281,-3.4570,0.57,0.12,0.38,0.20,0.20,0.12,1.54,0.48
-0.0389,0.0673,-2.9839,0.51,0.12,0.43,0.14,0.18,0.12,1.37,0.47
-0.0334,0.0319,-2.5021,0.47,0.12,0.42,0.12,0.16,0.12,1.21,0.42
-0.0337,0.0708,-1.9394,0.36,0.12,0.36,0.12,0.14,0.12,0.93,0.38
-0.0252,0.0548,-1.5010,0.32,0.12,0.36,0.12,0.16,0.12,0.81,0.29
-0.0026,0.0191,-1.0159,0.28,0.12,0.30,0.12,0.16,0.12,0.63,0.22
-0.0030,0.0531,-0.4631,0.19,0.12,0.28,0.12,0.15,0.12,0.42,0.17
-0.0105,0.0358,-0.0220,0.17,0.12,0.27,0.12,0.16,0.12,0.28,0.12
