1.007,-0.0024,0.0007,0.0001,0.65,0.18,0.74,0.11,0.67,0.11,0.78,0.10
1.016,-0.0005,0.0021,-0.0017,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.025,-0.0013,-0.0005,0.0000,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.033,-0.0011,0.0015,0.0015,0.65,0.19,0.74,0.11,0.68,0.11,0.79,0.10
1.041,-0.0015,0.0011,-0.0012,0.65,0.19,0.75,0.11,0.68,0.11,0.79,0.11
1.048,-0.0009,0.0003,-0.0005,0.65,0.19,0.75,0.11,0.68,0.11,0.78,0.11
1.057,-0.0016,0.0017,-0.0005,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.065,-0.0017,-0.0005,-0.0017,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.074,-0.0024,-0.0023,-0.0007,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.081,-0.0002,0.0017,-0.0007,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.089,-0.0029,0.0017,-0.0004,0.65,0.18,0.75,0.11,0.67,0.11,0.79,0.11
1.098,-0.0005,0.0013,-0.0012,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.107,-0.0013,0.0005,-0.0012,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.115,-0.0020,0.0011,0.0006,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.123,0.0000,0.0005,-0.0012,0.65,0.18,0.75,0.11,0.68,0.11,0.79,0.11
1.130,-0.0014,0.0005,-0.0015,0.65,0.18,0.75,0.11,0.68,0.11,0.79,0.11
1.138,-0.0018,0.0006,0.0000,0.66,0.18,0.74,0.10,0.68,0.11,0.78,0.11
1.147,-0.0028,0.0024,-0.0009,0.65,0.18,0.75,0.11,0.68,0.11,0.79,0.11
1.155,-0.0020,0.0001,0.0010,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.163,-0.0026,0.0008,-0.0004,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.171,-0.0017,0.0005,0.0005,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.179,0.0002,0.0009,0.0005,0.65,0.19,0.75,0.11,0.68,0.11,0.79,0.10
1.188,-0.0012,-0.0000,0.0015,0.65,0.19,0.75,0.11,0.68,0.11,0.79,0.11
1.197,0.0004,0.0018,-0.0012,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.204,0.0002,0.0012,0.0000,0.65,0.18,0.75,0.11,0.68,0.11,0.79,0.11
1.212,-0.0015,0.0006,-0.0005,0.65,0.19,0.75,0.11,0.67,0.11,0.79,0.11
1.220,0.0002,0.0007,-0.0005,0.65,0.19,0.75,0.11,0.68,0.11,0.78,0.11
1.228,-0.0011,0.0022,-0.0002,0.66,0.19,0.75,0.11,0.68,0.12,0.79,0.11
1.237,-0.0009,0.0008,0.0003,0.65,0.18,0.74,0.11,0.68,0.11,0.78,0.10
1.245,-0.0011,0.0015,-0.0004,0.65,0.18,0.74,0.11,0.68,0.11,0.78,0.10
1.253,-0.0009,0.0001,0.0003,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.261,-0.0024,0.0032,-0.0029,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.270,-0.0014,0.0003,0.0005,0.65,0.19,0.75,0.11,0.68,0.11,0.78,0.11
1.279,-0.0013,0.0013,-0.0019,0.66,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.286,-0.0029,0.0002,0.0010,0.65,0.18,0.74,0.11,0.68,0.11,0.78,0.11
1.294,-0.0030,0.0002,-0.0037,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.10
1.302,-0.0009,0.0014,0.0003,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.310,-0.0000,-0.0003,0.0008,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.11
1.319,-0.0016,0.0005,0.0025,0.65,0.19,0.75,0.11,0.67,0.11,0.79,0.11
1.327,-0.0007,-0.0014,-0.0025,0.65,0.19,0.75,0.10,0.68,0.11,0.78,0.11
1.335,-0.0007,0.0015,-0.0005,0.65,0.18,0.75,0.10,0.68,0.11,0.78,0.10
1.343,-0.0013,0.0013,-0.0002,0.65,0.18,0.75,0.11,0.68,0.11,0.78,0.10
