-0.0148,0.0095,-0.0256,0.63,0.18,0.73,0.11,0.63,0.11,0.79,0.10
-0.0404,0.0012,-0.5690,0.78,0.21,0.74,0.11,0.77,0.11,1.00,0.11
-0.0301,-0.0515,-1.0856,0.87,0.28,0.60,0.11,0.84,0.11,1.11,0.11
-0.0530,0.0212,-1.5190,0.89,0.39,0.58,0.11,0.93,0.11,1.25,0.11
-0.0394,-0.0646,-2.0260,0.97,0.50,0.39,0.11,0.96,0.11,1.33,0.17
-0.0830,-0.0035,-2.5343,0.97,0.66,0.38,0.11,1.00,0.11,1.46,0.31
-0.0458,-0.0519,-3.0686,1.02,0.85,0.19,0.11,1.07,0.11,1.59,0.34
-0.0543,-0.0625,-3.5433,1.08,0.95,0.11,0.11,1.13,0.11,1.70,0.38
-0.0745,-0.0404,-4.0282,1.18,0.97,0.11,0.11,1.21,0.11,1.89,0.39
-0.0538,0.0095,-4.5487,1.24,1.05,0.11,0.11,1.34,0.11,2.10,0.35
0.0371,0.0169,-5.0426,1.32,1.20,0.11,0.11,1.52,0.11,2.39,0.25
0.0680,0.0227,-4.5099,1.22,1.17,0.11,0.11,1.41,0.11,2.17,0.28
-0.0415,-0.0504,-4.0433,1.19,1.06,0.11,0.11,1.27,0.11,1.94,0.38
0.0288,-0.0010,-3.5455,1.05,1.05,0.11,0.11,1.18,0.11,1.74,0.37
0.0533,0.0721,-3.0402,0.85,1.04,0.11,0.11,1.08,0.11,1.52,0.33
0.0036,0.0541,-2.6071,0.76,0.91,0.12,0.11,0.91,0.11,1.29,0.39
0.0185,0.0770,-2.5044,0.75,0.88,0.17,0.11,0.89,0.11,1.26,0.40
0.0310,0.0344,-2.0947,0.74,0.87,0.27,0.11,0.89,0.11,1.25,0.37
0.0147,0.0461,-1.5398,0.71,0.79,0.43,0.11,0.86,0.11,1.18,0.36
0.0099,-0.0052,-1.0998,0.73,0.68,0.55,0.11,0.82,0.11,1.11,0.35
0.0172,0.0098,-0.4859,0.70,0.56,0.73,0.11,0.77,0.11,1.02,0.34
-0.0121,0.0505,-0.0229,0.68,0.42,0.88,0.11,0.71,0.11,0.94,0.33
