-0.0064,0.0109,0.0014,1.14,0.11,1.31,0.11,1.06,0.24,1.25,0.11
-0.0304,0.0204,-0.5409,1.18,0.11,1.20,0.11,1.04,0.29,1.28,0.11
-0.0684,0.0230,-1.0674,1.20,0.11,1.08,0.11,1.04,0.32,1.34,0.10
-0.0451,-0.0024,-1.5920,1.26,0.11,0.98,0.11,1.02,0.42,1.38,0.11
-0.0329,-0.0266,-2.0027,1.23,0.27,0.81,0.10,1.08,0.30,1.52,0.10
-0.0208,-0.0032,-2.5636,1.13,0.59,0.60,0.11,1.20,0.14,1.73,0.10
-0.0743,0.0194,-3.0621,1.17,0.59,0.51,0.11,1.25,0.11,1.83,0.11
-0.0212,-0.0501,-3.5592,1.25,0.72,0.36,0.11,1.32,0.11,1.98,0.11
-0.0476,-0.0053,-3.9488,1.25,0.80,0.30,0.11,1.35,0.11,2.05,0.14
-0.0344,-0.0383,-4.5213,1.28,0.98,0.14,0.10,1.36,0.11,2.17,0.26
-0.0271,0.0324,-5.0943,1.28,1.08,0.11,0.10,1.44,0.11,2.34,0.25
0.0598,0.0456,-4.4705,1.17,1.09,0.11,0.11,1.37,0.11,2.13,0.22
0.0650,-0.0045,-4.0455,1.16,1.06,0.17,0.11,1.34,0.11,2.05,0.22
0.0628,-0.0545,-3.5597,1.17,0.96,0.26,0.11,1.30,0.11,1.95,0.19
0.0970,0.0658,-2.9931,1.05,0.86,0.45,0.11,1.29,0.11,1.84,0.11
-0.0513,-0.0022,-3.0209,1.15,0.59,0.45,0.11,1.23,0.11,1.75,0.11
0.0277,0.0531,-2.5935,1.03,0.69,0.56,0.10,1.22,0.11,1.71,0.10
0.0616,0.0197,-1.9893,1.04,0.60,0.66,0.11,1.19,0.11,1.58,0.11
0.0464,0.0015,-1.5298,1.03,0.53,0.78,0.11,1.16,0.11,1.52,0.11
0.0706,0.0014,-1.0143,1.00,0.53,0.91,0.11,1.14,0.11,1.46,0.11
0.0299,0.0341,-0.4873,0.99,0.38,1.11,0.11,1.09,0.11,1.39,0.10
-0.0075,0.0099,-0.0008,1.02,0.24,1.29,0.11,1.06,0.11,1.35,0.10
