-0.1282,0.0160,-0.0051,1.08,0.11,1.40,0.11,1.08,0.11,1.39,0.11
-0.5930,0.0450,-0.0627,1.09,0.11,1.51,0.11,0.78,0.11,1.19,0.75
-0.9755,0.0438,-0.0602,1.13,0.11,1.74,0.11,0.56,0.11,1.13,1.30
-1.5751,0.0540,-0.0321,1.15,0.11,2.01,0.35,0.44,0.11,1.22,1.85
-2.0776,0.0557,-0.0000,1.10,0.11,2.13,0.63,0.33,0.11,1.25,2.28
-2.5073,0.0161,0.0275,1.06,0.11,2.16,0.86,0.19,0.11,1.25,2.65
-2.9468,0.0221,0.0761,1.01,0.11,2.24,1.12,0.11,0.11,1.26,2.99
-2.5846,0.0602,-0.0453,1.00,0.11,2.20,0.89,0.11,0.11,1.21,2.76
-2.0531,-0.0135,-0.0140,1.11,0.11,2.08,0.62,0.27,0.11,1.23,2.29
-1.6083,0.0827,-0.0254,1.14,0.11,2.05,0.40,0.45,0.11,1.24,1.88
-1.5232,0.0779,-0.0506,1.15,0.11,2.02,0.35,0.46,0.11,1.25,1.82
-1.0518,0.0764,-0.0551,1.22,0.11,1.93,0.11,0.63,0.11,1.26,1.39
-0.5361,0.0474,-0.0377,1.16,0.11,1.62,0.11,0.88,0.11,1.31,0.69
-0.0062,0.0092,0.0051,1.13,0.11,1.32,0.11,1.04,0.23,1.26,0.11
