1.007,-0.0004,-0.0005,-0.0040,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.015,-0.0015,-0.0015,-0.0027,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.023,0.0024,0.0022,-0.0007,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.031,-0.0009,-0.0008,-0.0007,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.039,0.0006,0.0004,-0.0005,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.047,0.0019,-0.0001,0.0012,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.056,0.0027,0.0006,-0.0003,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.064,0.0015,0.0022,-0.0025,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.072,0.0007,-0.0004,0.0017,1.03,0.03,0.81,0.11,1.10,0.09,1.23,0.06
1.080,0.0014,0.0000,-0.0025,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.088,0.0011,-0.0011,-0.0018,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.097,0.0017,0.0004,-0.0018,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.105,0.0006,-0.0003,0.0005,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.113,0.0002,-0.0006,-0.0035,1.04,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.121,0.0013,-0.0002,0.0007,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.129,0.0026,0.0000,-0.0037,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.138,0.0004,-0.0007,-0.0015,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.146,0.0018,-0.0009,-0.0013,1.04,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.154,-0.0002,-0.0011,-0.0003,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.162,0.0002,0.0013,-0.0017,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.171,0.0017,-0.0015,-0.0003,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.179,0.0013,0.0003,-0.0000,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.187,0.0014,-0.0001,0.0005,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.195,0.0002,-0.0011,-0.0005,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.203,0.0002,-0.0002,0.0000,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.211,0.0000,-0.0008,-0.0022,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.220,0.0006,0.0001,-0.0012,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.228,0.0009,0.0010,-0.0030,1.04,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.236,0.0018,-0.0010,-0.0010,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.244,0.0010,0.0002,-0.0017,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.252,0.0021,-0.0010,-0.0020,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.260,0.0015,-0.0001,-0.0010,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.269,0.0011,-0.0019,0.0017,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.277,-0.0015,-0.0022,-0.0022,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.285,0.0032,-0.0002,-0.0006,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.293,0.0005,-0.0002,0.0012,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.301,-0.0009,-0.0015,0.0013,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.310,0.0020,-0.0023,-0.0006,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.318,0.0018,-0.0018,-0.0018,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.326,0.0026,-0.0022,0.0002,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.06
1.334,0.0024,-0.0013,0.0002,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.342,0.0011,0.0001,-0.0047,1.03,0.04,0.81,0.11,1.10,0.09,1.23,0.06
1.350,0.0015,0.0009,0.0007,1.03,0.04,0.81,0.11,1.10,0.09,1.22,0.07
1.358,0.0011,-0.0009,-0.0020,1.04,0.04,0.81,0.11,1.10,0.09,1.23,0.06
