0.4351,-0.0293,-3.0717,2.16,0.00,0.27,0.83,0.73,0.89,2.05,0.04
0.9668,-0.0186,-3.0024,2.32,0.00,0.22,0.81,0.63,0.90,2.21,0.04
1.4847,0.0162,-2.9343,2.50,0.00,0.21,0.77,0.50,0.92,2.43,0.04
1.9856,0.0415,-2.9960,2.71,0.00,0.18,0.75,0.36,0.94,2.71,0.04
2.4843,0.0742,-3.0663,2.95,0.00,0.16,0.73,0.22,0.95,3.05,0.04
2.8422,-0.0012,-3.0899,3.14,0.00,0.15,0.83,0.18,0.93,3.38,0.04
0.0313,-0.0376,-2.9449,2.03,0.00,0.41,0.75,0.80,0.84,1.91,0.04
-0.5414,-0.0337,-3.0433,1.90,0.00,0.46,0.70,0.87,0.85,1.78,0.04
-0.9965,-0.0743,-2.9287,1.84,0.00,0.50,0.70,0.91,0.85,1.65,0.05
-1.4397,0.0753,-2.9735,1.81,0.00,0.51,0.63,0.92,0.92,1.50,0.04
-1.9179,-0.0506,-3.0053,1.71,0.00,0.49,0.73,0.99,0.94,1.43,0.04
-2.4466,0.0030,-3.1023,1.65,0.00,0.48,0.72,1.04,0.97,1.32,0.04
-2.9975,-0.1078,-3.0757,1.55,0.00,0.46,0.81,1.11,0.93,1.19,0.04
-0.0804,0.4925,-3.0054,2.23,0.00,0.46,0.31,0.67,1.23,1.57,0.04
-0.0351,0.8279,-3.1479,2.30,0.00,0.60,0.19,0.52,1.58,1.50,0.04
0.0058,1.4025,-3.0431,2.35,0.00,0.93,0.14,0.12,2.39,1.44,0.04
-0.0111,1.8427,-3.1009,2.42,0.00,1.21,0.11,0.00,2.88,1.53,0.04
0.0033,2.2135,-3.0666,2.45,0.13,1.41,0.08,0.00,3.31,1.67,0.04
0.0174,2.9375,-3.2052,2.17,1.02,1.39,0.06,0.00,3.66,1.94,0.04
-0.0307,-0.5072,-3.0944,1.65,0.00,0.32,0.97,0.60,0.60,2.14,0.04
-0.0058,-0.8221,-2.9803,1.55,0.00,0.23,1.33,0.75,0.44,2.29,0.04
-0.0256,-1.2921,-3.0607,1.46,0.00,0.16,1.90,0.90,0.31,2.52,0.17
-0.0307,-1.7798,-3.0180,1.43,0.00,0.13,2.32,0.88,0.31,2.61,0.42
-0.0170,-2.4343,-3.0772,1.43,0.00,0.08,2.88,0.81,0.32,2.79,0.81
-0.0480,-3.0182,-3.0742,1.40,0.00,0.07,3.37,0.79,0.30,3.00,1.12
